a,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
public_lib_7.shp.csv,77,601,염포양정도서관,울산,북구,공공(일반),지자체,직영,2010,683807,울산광역시 북구 염포로,685-1 (염포동),http://www.usbl.or.kr,052-241-7450,052-241-7459,울산광역시 북구 염포로685-1 (염포동),129.3939204,35.53186781,정좌표
public_lib_7.shp.csv,78,601,영광공공도서관,전남,영광군,공공(일반),교육청,직영,1972,57045,전라남도 영광군 영광읍 천년로13길 2-16,영광공공도서관,http://yglib.jne.go.kr,061-351-2692,061-352-2693,전라남도 영광군 영광읍 천년로13길 2-16영광공공도서관,126.5059582,35.27260507,정좌표
public_lib_7.shp.csv,79,601,영광군립도서관,전남,영광군,공공(일반),지자체,직영,1994,57051,전라남도 영광군 영광읍 중앙로 228-16,228-16,http://www.yggunlib.go.kr,061-350-5746,061-350-5126,전라남도 영광군 영광읍 중앙로 228-16228-16,126.5133658,35.27792758,인근좌표
public_lib_7.shp.csv,80,601,영도도서관,부산,영도구,공공(일반),지자체,직영,1996,606809,부산광역시 영도구 함지로79번길,6 영도어울림문화공원 내,http://library.yeongdo.go.kr,051-419-4838,051-419-4829,부산광역시 영도구 함지로79번길6 영도어울림문화공원 내,129.0652934,35.07470521,정좌표
public_lib_7.shp.csv,81,601,영동교육도서관,충북,영동군,공공(일반),교육청,직영,1972,29149,충청북도 영동군 영동읍 학산영동로 1220,1220 영동도서관,http://www.ydelib.go.kr,043-744-5754,043-744-5756,충청북도 영동군 영동읍 학산영동로 12201220 영동도서관,127.7565544,36.16247147,인근좌표
public_lib_7.shp.csv,82,601,영암공공도서관,전남,영암군,공공(일반),교육청,직영,1987,58414,전라남도 영암군 영암읍 서남역로 27-11,영암공공도서관,http://yalib.jne.go.kr,061-473-0692,061-473-6785,전라남도 영암군 영암읍 서남역로 27-11영암공공도서관,126.6942038,34.79999104,정좌표
public_lib_7.shp.csv,83,601,영암도서관,전남,영암군,공공(일반),지자체,직영,2006,58414,전라남도 영암군 영암읍 교동로 89-5,89-5 영암도서관,http://library.yeongam.go.kr,061-470-6804,061-470-2577,전라남도 영암군 영암읍 교동로 89-589-5 영암도서관,126.6944167,34.79798048,인근좌표
public_lib_7.shp.csv,84,601,영월교육도서관,강원,영월군,공공(일반),교육청,직영,1974,26239,강원도 영월군 영월읍 영월로 1914-7,1914-7 (영월교육도서관),http://lib.gwe.go.kr/ywlib,033-373-9315,033-373-3088,강원도 영월군 영월읍 영월로 1914-71914-7 (영월교육도서관),128.506331,37.18070501,인근좌표
public_lib_7.shp.csv,85,601,영월주천도서관,강원,영월군,공공(일반),지자체,위탁,2006,26203,강원도 영월군 주천면 주천로 103,주천로103,-,033-374-7766,033-372-8076,강원도 영월군 주천면 주천로 103주천로103,128.2692068,37.27240897,정좌표
public_lib_7.shp.csv,86,601,영주시립도서관,경북,영주시,공공(일반),지자체,직영,2004,750022,경북 영주시 가흥2동,가흥로 263,http://lib.yeongju.go.kr,054-639-7734,054-639-7739,경북 영주시 가흥2동가흥로 263,128.6129119,36.8208559,정좌표
public_lib_7.shp.csv,87,601,영천시립도서관,경북,영천시,공공(일반),지자체,직영,1985,770030,경상북도 영천시,중앙동 1길 80 ,http://www.yclib.go.kr,054-339-7777,054-330-6049,경상북도 영천시중앙동 1길 80 ,128.9330002,35.97545727,정좌표
public_lib_7.shp.csv,88,601,예산군립도서관,충남,예산군,공공(일반),지자체,직영,2013,32423,충청남도 예산군 예산읍 벚꽃로,214,http://www.ysplib.go.kr,041-339-8222,041-339-8229,충청남도 예산군 예산읍 벚꽃로214,126.840892,36.69957649,정좌표
public_lib_7.shp.csv,89,601,예산삽교도서관,충남,예산군,공공(일반),지자체,직영,1997,32413,충청남도 예산군 삽교읍 두리별리길 34,34 (삽교공공도서관),http://www.ysplib.go.kr,041-339-8225,041-339-8209,충청남도 예산군 삽교읍 두리별리길 3434 (삽교공공도서관),126.7594771,36.69616987,인근좌표
public_lib_7.shp.csv,90,601,오류도서관,서울,구로구,공공(일반),사립,직영,1978,152890,서울특별시 구로구 오류1동,13-15,http://www.oryulib.or.kr/,02-2613-8983,02-2614-8982,서울특별시 구로구 오류1동13-15,126.8420122,37.49719349,정좌표
public_lib_7.shp.csv,91,601,오산시 꿈두레도서관,경기,오산시,공공(일반),지자체,직영,2014,447240,경기도 오산시 세마역로,20 꿈두레도서관,http://www.osanlibrary.go.kr/kkumdure/main.do,031-8036-6520,031-8036-8938,경기도 오산시 세마역로20 꿈두레도서관,127.0454507,37.18157077,정좌표
public_lib_7.shp.csv,92,601,오산시 중앙도서관,경기,오산시,공공(일반),지자체,직영,2008,18133,경기도 오산시 운암로 85 오산동,920-3,http://www.osanlibrary.go.kr,031-8036-6175,031-8036-8929,경기도 오산시 운암로 85 오산동920-3,127.0769302,37.1538755,정좌표
public_lib_7.shp.csv,93,601,오산시 청학도서관,경기,오산시,공공(일반),지자체,직영,1992,18119,경기도 오산시 청학로 65 (청학동),65 (오산청학도서관),http://www.osanlibrary.go.kr,031-8036-6490,031-8036-8983,경기도 오산시 청학로 65 (청학동)65 (오산청학도서관),127.0599676,37.17436139,인근좌표
public_lib_7.shp.csv,94,601,오산시 햇살마루도서관,경기,오산시,공공(일반),지자체,직영,    ,447805,경기도 오산시 원동 ,404-8,http://hs.osanlibrary.go.kr/,031-370-3577,031-378-9553,경기도 오산시 원동 404-8,127.0717334,37.13850748,정좌표
public_lib_7.shp.csv,95,601,오산시초평도서관,경기,오산시,공공(일반),지자체,직영,2014,18127,경기도 오산시 누읍로 14 (누읍동),1353-11(누읍동),http://www.osanlibrary.go.kr/chopyeong,031-8036-6142,031-8036-8984,경기도 오산시 누읍로 14 (누읍동)1353-11(누읍동),127.051281,37.14173633,인근좌표
public_lib_7.shp.csv,96,601,오창호수도서관,충북,청주시,공공(일반),지자체,직영,2016,363885,충청북도 청주시 청원구 오창읍 오창공원로 102 각리 636-8,청주오창호수도서관,http://library.cheongju.go.kr/lib-hs/index.do,043-201-4092,043-201-0682,충청북도 청주시 청원구 오창읍 오창공원로 102 각리 636-8청주오창호수도서관,127.4238805,36.71294719,정좌표
public_lib_7.shp.csv,97,601,오포도서관,경기,광주시,공공(일반),지자체,직영,2010,12790,경기도 광주시 오포읍 오포로 885,885 (오포공공도서관),http://lib.gjcity.go.kr,031-760-5697,031-760-1451,경기도 광주시 오포읍 오포로 885885 (오포공공도서관),127.2192487,37.35889791,인근좌표
public_lib_7.shp.csv,98,601,옥과공공도서관,전남,곡성군,공공(일반),지자체,직영,2001,516911,전남 곡성군 옥과면 리문리,리문 4길 16,http://library.gokseong.go.kr/,061-360-8476,061-363-1068,전남 곡성군 옥과면 리문리리문 4길 16,127.1355558,35.27454295,정좌표
public_lib_7.shp.csv,99,601,옥산도서관,충북,청주시,공공(일반),지자체,직영,1996,361914,충북 청주시 흥덕구 옥산면 오산5길,10 옥산도서관,http://library.cheongju.go.kr/lib-ok,043-201-4212,043-201-0692,충북 청주시 흥덕구 옥산면 오산5길10 옥산도서관,127.3693869,36.66607994,정좌표
public_lib_7.shp.csv,100,601,옥정호수도서관,경기,양주시,공공(일반),지자체,직영,2019,11473,경기도 양주시 옥정동로7길 110 옥정동,옥정호수도서관,http://www.libyj.go.kr,031-8082-7471,,경기도 양주시 옥정동로7길 110 옥정동옥정호수도서관,127.0949315,37.8229995,정좌표
public_lib_8.shp.csv,1,701,옥천교육도서관,충북,옥천군,공공(일반),교육청,직영,1987,373807,충청북도 옥천군 관성로3길,7번지,http://www.oclib.go.kr,043-731-7051,043-731-7053,충청북도 옥천군 관성로3길7번지,127.5726174,36.30087586,정좌표
public_lib_8.shp.csv,2,701,옥천군민도서관,충북,옥천군,공공(일반),지자체,직영,2012,29046,충청북도 옥천군 옥천읍 관성로4길 10,10 옥천군민도서관,http://lib.oc.go.kr,043-730-3612,043-731-2696,충청북도 옥천군 옥천읍 관성로4길 1010 옥천군민도서관,127.5749225,36.30042592,인근좌표
public_lib_8.shp.csv,3,701,완도군립도서관,전남,완도군,공공(일반),지자체,직영,1993,537800,전남 완도군 완도읍 군내리,주도길 3-1,http://lib.wando.go.kr,061-550-6901,061-550-6909,전남 완도군 완도읍 군내리주도길 3-1,126.7551025,34.31298469,정좌표
public_lib_8.shp.csv,4,701,완주군립 둔산영어도서관,전북,완주군,공공(일반),지자체,직영,2013,565902,전라북도 완주군,둔산 2로 62 완주군립 둔산영어도서관,http://lib.wanju.go.kr,063-290-2242,063-263-0595,전라북도 완주군둔산 2로 62 완주군립 둔산영어도서관,127.1235206,35.96092649,정좌표
public_lib_8.shp.csv,5,701,완주군립고산도서관,전북,완주군,공공(일반),지자체,직영,2006,55311,전라북도 완주군 고산면 고산로 69-13,고산도서관,http://lib.wanju.go.kr,063-290-2647,063-290-2639,전라북도 완주군 고산면 고산로 69-13고산도서관,127.205685,35.97650469,정좌표
public_lib_8.shp.csv,6,701,완주군립삼례도서관,전북,완주군,공공(일반),지자체,직영,1996,565804,전북 완주군 삼례읍 신금리 ,산 71 ,lib.wanju.go.kr,063-290-2643,063-290-2640,전북 완주군 삼례읍 신금리 산 71 ,127.0932809,35.92038498,인근좌표
public_lib_8.shp.csv,7,701,완주군립중앙도서관,전북,완주군,공공(일반),지자체,직영,2012,565811,전라북도 완주군,용진면 지암로 61번,http://lib.wanju.go.kr,063-290-2659,063-290-2639,전라북도 완주군용진면 지암로 61번,127.1632427,35.90464613,정좌표
public_lib_8.shp.csv,8,701,용비도서관,인천,미추홀구,공공(일반),지자체,직영,2019,22187,인천광역시 미추홀구 토금남로 82 용현동,용비도서관,-,032-881-2414,,인천광역시 미추홀구 토금남로 82 용현동용비도서관,126.6404981,37.44931986,정좌표
public_lib_8.shp.csv,9,701,용산 꿈나무도서관,서울,용산구,공공(일반),지자체,위탁,2017,4316,서울특별시 용산구 백범로 329 (원효로1가),용산 꿈나무종합타운 3층,https://www.yslibrary.or.kr,02-707-0138,,서울특별시 용산구 백범로 329 (원효로1가)용산 꿈나무종합타운 3층,126.9653955,37.53911957,정좌표
public_lib_8.shp.csv,10,701,용인시 기흥도서관,경기,용인시,공공(일반),지자체,직영,2010,16960,경기도 용인시 기흥구 기흥로116번길 10 (신갈동),10 (기흥도서관),http://lib.yongin.go.kr/giheung,031-324-4753,031-324-4489,경기도 용인시 기흥구 기흥로116번길 10 (신갈동)10 (기흥도서관),127.130819,37.28907018,인근좌표
public_lib_8.shp.csv,11,701,용인시 동백도서관,경기,용인시,공공(일반),지자체,직영,2009,446916,경기도 용인시 기흥구 동백3로,80 (동백도서관),http://lib.yongin.go.kr/dongbaek,031-324-4651,031-324-4655,경기도 용인시 기흥구 동백3로80 (동백도서관),127.1580488,37.27414716,정좌표
public_lib_8.shp.csv,12,701,용인시 모현도서관,경기,용인시,공공(일반),지자체,직영,2012,17035,경기도 용인시 처인구 모현면 백옥대로 2378,모현면 백옥대로 2378(왕산리 804-3),http://www.lib.yongin.go.kr/mohyeon,031-324-4351,031-324-4359,경기도 용인시 처인구 모현면 백옥대로 2378모현면 백옥대로 2378(왕산리 804-3),127.2496428,37.33570373,정좌표
public_lib_8.shp.csv,13,701,용인시 청덕도서관,경기,용인시,공공(일반),지자체,위탁,2016,449933,경기도 용인시 기흥구 구성1로 44,청덕도서관,http://lib.yongin.go.kr/cheongdeok/,031-284-1763,031-284-1768,경기도 용인시 기흥구 구성1로 44청덕도서관,127.1474296,37.29279625,정좌표
public_lib_8.shp.csv,14,701,용인시 흥덕도서관,경기,용인시,공공(일반),지자체,직영,2014,446908,경기도 용인시 기흥구 흥덕중앙로,153(영덕동),http://www.yonginlib.go.kr/heungdeok/,031-324-4141,031-324-4149,경기도 용인시 기흥구 흥덕중앙로153(영덕동),127.0839264,37.27498359,정좌표
public_lib_8.shp.csv,15,701,용인시구갈희망누리도서관,경기,용인시,공공(일반),지자체,직영,2006,16979,경기도 용인시 기흥구 갈곡로12번길 1 (구갈동),근린공원 내,http://lib.yonginlib.go.kr/gugal,031-324-6561,031-324-6562,경기도 용인시 기흥구 갈곡로12번길 1 (구갈동)근린공원 내,127.1295594,37.27274423,정좌표
public_lib_8.shp.csv,16,701,용인시구성도서관,경기,용인시,공공(일반),지자체,직영,2007,16917,경기도 용인시 기흥구 구성로77번길 17 언남동,구성로 77번길 17,http://www.yonginlib.go.kr/guseong,031-324-4131,031-324-4139,경기도 용인시 기흥구 구성로77번길 17 언남동구성로 77번길 17,127.1185481,37.29645766,정좌표
public_lib_8.shp.csv,17,701,용인시디지털정보도서관,경기,용인시,공공(일반),지자체,직영,2007,449060,경기도 용인시 처인구 용인대로,735(삼가동 556)  문화복지행정타운 문화예술원 내,http://.yonginlib.go.kr,031-324-4621,031-324-4624,경기도 용인시 처인구 용인대로735(삼가동 556)  문화복지행정타운 문화예술원 내,127.2400364,37.22209372,인근좌표
public_lib_8.shp.csv,18,701,용인시수지도서관,경기,용인시,공공(일반),지자체,직영,2004,448509,경기도 용인시 수지구 문정로7번길,23,http://lib.yongin.go.kr/suji,031-324-8971,031-324-8979,경기도 용인시 수지구 문정로7번길23,127.0946853,37.32027636,정좌표
public_lib_8.shp.csv,19,701,용인시양지해밀도서관,경기,용인시,공공(일반),지자체,직영,2016,17158,경기도 용인시 처인구 양지면 교동로18번길 8,양지해밀도서관,http://lib.yongin.go.kr/haemil,031-324-4625,,경기도 용인시 처인구 양지면 교동로18번길 8양지해밀도서관,127.2854988,37.23758268,정좌표
public_lib_8.shp.csv,20,701,용인시죽전도서관,경기,용인시,공공(일반),지자체,직영,2008,16881,경기도 용인시 수지구 대지로 89 (죽전동),89 (죽전도서관),http://lib.yongin.go.kr/jukjeon/,031-324-4641,031-324-4645,경기도 용인시 수지구 대지로 89 (죽전동)89 (죽전도서관),127.1411385,37.32984371,인근좌표
public_lib_8.shp.csv,21,701,용인시포곡도서관,경기,용인시,공공(일반),지자체,직영,2006,17028,경기도 용인시 처인구 포곡읍 포곡로278번길 8,8 (포곡도서관),http://www.yonginlib.go.kr/pogok,031-324-4631,031-324-4635,경기도 용인시 처인구 포곡읍 포곡로278번길 88 (포곡도서관),127.2330996,37.2796978,인근좌표
public_lib_8.shp.csv,22,701,용인중앙도서관,경기,용인시,공공(일반),지자체,직영,1993,17057,경기도 용인시 처인구 명지로 27 역북동,27,http://lib.yongin.go.kr/yongin/,031-324-4610,031-324-4609,경기도 용인시 처인구 명지로 27 역북동27,127.1902232,37.23313744,정좌표
public_lib_8.shp.csv,23,701,울산남구도산도서관,울산,남구,공공(일반),지자체,직영,2010,680837,울산 남구 야음동,576-10울산남구 번영로 54번길6,http://ulsannamgu.go.kr/library/main.do,052-226-5710,052-226-3697,울산 남구 야음동576-10울산남구 번영로 54번길6,129.331249,35.53045817,정좌표
public_lib_8.shp.csv,24,701,울산남구신복도서관,울산,남구,공공(일반),지자체,직영,2013,44603,울산광역시 남구 신복로72번길 18-13 무거동,18-13,http://www.ulsannamgu.go.kr/library/,052-226-2365,052-221-1650,울산광역시 남구 신복로72번길 18-13 무거동18-13,129.2553253,35.55136352,정좌표
public_lib_8.shp.csv,25,701,울산남부도서관,울산,남구,공공(일반),교육청,직영,1989,44648,울산광역시 남구 거마로13번길 6 옥동,거마로 13번길 6,http://www.usnl.or.kr,052-259-7570,052-259-7579,울산광역시 남구 거마로13번길 6 옥동거마로 13번길 6,129.2954067,35.53589364,정좌표
public_lib_8.shp.csv,26,701,울산농소3동도서관,울산,북구,공공(일반),지자체,직영,2005,44204,울산광역시 북구 아진1로 47 (천곡동),47 (농소3동도서관),https://usbl.bukgu.ulsan.kr,052-241-7440,052-241-7449,울산광역시 북구 아진1로 47 (천곡동)47 (농소3동도서관),129.3355802,35.63309085,인근좌표
public_lib_8.shp.csv,27,701,울산도서관,울산,남구,공공(일반),지자체,직영,2018,44762,울산광역시 남구 꽃대나리로 140 여천동,울산도서관,http://library.ulsan.go.kr,052-266-5670,052-229-6809,울산광역시 남구 꽃대나리로 140 여천동울산도서관,129.3445648,35.53254395,정좌표
public_lib_8.shp.csv,28,701,울산동부도서관,울산,동구,공공(일반),교육청,직영,1992,44018,울산광역시 동구 봉수로 505 (서부동),505 (울산동부도서관),http://www.usdl.or.kr,052-241-2300,052-209-1300,울산광역시 동구 봉수로 505 (서부동)505 (울산동부도서관),129.4227906,35.512113,인근좌표
public_lib_8.shp.csv,29,701,울산북구중앙도서관,울산,북구,공공(일반),지자체,직영,2008,44244,울산광역시 북구 두부곡1길 9 (연암동),울산북구중앙도서관,https://usbl.bukgu.ulsan.kr/,052-241-7407,052-241-7409,울산광역시 북구 두부곡1길 9 (연암동)울산북구중앙도서관,129.367288,35.58418951,정좌표
public_lib_8.shp.csv,30,701,울산중부도서관,울산,중구,공공(일반),교육청,직영,1984,44532,울산광역시 중구 시계탑거리 38 2~3층,지상 2~3층 울산중부도서관,http://www.usjl.or.kr,052-210-6504,052-210-6512,울산광역시 중구 시계탑거리 38 2~3층지상 2~3층 울산중부도서관,129.3214446,35.55365281,정좌표
public_lib_8.shp.csv,31,701,울주도서관,울산,울주군,공공(일반),교육청,직영,1991,44940,울산광역시 울주군 언양읍 언양로 109,울주도서관,http://www.usul.or.kr,052-255-8162,052-255-8159,울산광역시 울주군 언양읍 언양로 109울주도서관,129.1377299,35.55843346,정좌표
public_lib_8.shp.csv,32,701,울주문화예술회관 도서관,울산,울주군,공공(일반),지자체,위탁,2014,689855,울산광역시 울주군 천상중앙길,36,http://www.uljuart.or.kr,052-229-9500,052-229-9529,울산광역시 울주군 천상중앙길36,129.2320736,35.56443167,정좌표
public_lib_8.shp.csv,33,701,울주선바위도서관,울산,울주군,공공(일반),지자체,직영,2014,44924,울산광역시 울주군 범서읍 점촌3길 40,점촌3길 40,http://uljulib.ulju.ulsan.kr,052-211-5773,052-204-1219,울산광역시 울주군 범서읍 점촌3길 40점촌3길 40,129.2374553,35.57319365,정좌표
public_lib_8.shp.csv,34,701,울주옹기종기도서관,울산,울주군,공공(일반),지자체,직영,2007,44973,울산광역시 울주군 온양읍 온양로 38-1,옹기종기도서관,http://uljulib.ulju.ulsan.kr,052-239-7413,052-229-7679,울산광역시 울주군 온양읍 온양로 38-1옹기종기도서관,129.276514,35.41283176,정좌표
public_lib_8.shp.csv,35,701,울주천상도서관,울산,울주군,공공(일반),지자체,직영,2019,44930,울산광역시 울주군 범서읍 천상길 60,울주천상도서관,-,052-204-1242,,울산광역시 울주군 범서읍 천상길 60울주천상도서관,129.2250725,35.56106679,정좌표
public_lib_8.shp.csv,36,701,울진남부도서관,경북,울진군,공공(일반),지자체,위탁,2010,36369,경상북도 울진군 후포면 후포삼율로 194-13,194 13 울진남부도서관,http://lib.uljin.go.kr/,054-788-1107,054-788-1109,경상북도 울진군 후포면 후포삼율로 194-13194 13 울진남부도서관,129.4437748,36.68716665,인근좌표
public_lib_8.shp.csv,37,701,원고개도서관,대구,서구,공공(일반),지자체,직영,2018,41743,대구광역시 서구 달서로43길 12 (비산동),원고개도서관,http://lib.dgs.go.kr,053-663-3941,053-663-3949,대구광역시 서구 달서로43길 12 (비산동)원고개도서관,128.570797,35.88187899,정좌표
public_lib_8.shp.csv,38,701,원고잔도서관,경기,안산시,공공(일반),지자체,직영,2014,425800,경기도 안산시 단원구 원고잔공원로,33,http://www.lib.iansan.net,031-481-3876,031-402-3583,경기도 안산시 단원구 원고잔공원로33,126.8247646,37.32466745,정좌표
public_lib_8.shp.csv,39,701,원신흥도서관,대전,유성구,공공(일반),지자체,직영,2019,34194,대전광역시 유성구 원신흥남로 59 원신흥동,원신흥도서관,http://lib.yuseong.go.kr/,042-601-6970,042-611-2798,대전광역시 유성구 원신흥남로 59 원신흥동원신흥도서관,127.3374859,36.33771701,정좌표
public_lib_8.shp.csv,40,701,원주교육문화관,강원,원주시,공공(일반),교육청,직영,1985,220935,강원 원주시 단계동,168(북원로 2312),http://lib.gwe.go.kr/wonjulib,033-737-1001,033-737-1099,강원 원주시 단계동168(북원로 2312),127.9358502,37.3514919,정좌표
public_lib_8.shp.csv,41,701,원주시립중앙도서관,강원,원주시,공공(일반),지자체,직영,1968,26487,강원도 원주시 서원대로 472-12 단구동,472-12 단구동990 원주시립중앙도서관,http://lib.wonju.go.kr,033-737-4360,033-737-4842,강원도 원주시 서원대로 472-12 단구동472-12 단구동990 원주시립중앙도서관,127.9538487,37.32654291,정좌표
public_lib_8.shp.csv,42,701,원통도서관,강원,인제군,공공(일반),지자체,직영,2009,252823,강원도 인제군 금강로,62 원통종합복지타운,http://www.injelibrary.com/,033-461-0089,033-460-2089,강원도 인제군 금강로62 원통종합복지타운,128.2055898,38.12556317,정좌표
public_lib_8.shp.csv,43,701,월계문화정보도서관,서울,노원구,공공(일반),지자체,위탁,2007,1880,서울특별시 노원구 월계로 319 월계동,월계문화정보도서관,http://www.nowonlib.kr,02-991-0871,02-991-0882,서울특별시 노원구 월계로 319 월계동월계문화정보도서관,127.0561218,37.62863532,정좌표
public_lib_8.shp.csv,44,701,월곡꿈그림도서관,서울,성북구,공공(일반),지자체,위탁,2017,2748,서울특별시 성북구 화랑로13길 17 (하월곡동),월곡꿈그림도서관,https://www.sblib.seoul.kr/wglib,02-6949-1553,,서울특별시 성북구 화랑로13길 17 (하월곡동)월곡꿈그림도서관,127.0406257,37.60477383,정좌표
public_lib_8.shp.csv,45,701,월곶도서관,경기,시흥시,공공(일반),지자체,직영,2013,429834,경기도 시흥시 월곶해안로161번길,7 월곶문화센터,http://lib.siheung.go.kr,031-310-2593,031-310-5239,경기도 시흥시 월곶해안로161번길7 월곶문화센터,126.7362196,37.38880211,정좌표
public_lib_8.shp.csv,46,701,월롱도서관,경기,파주시,공공(일반),지자체,직영,2019,10946,경기도 파주시 월롱면 엘지로 17,월롱면행정복지센터2층,https://lib.paju.go.kr/wllib,031-940-8570,,경기도 파주시 월롱면 엘지로 17월롱면행정복지센터2층,126.7892088,37.79927567,정좌표
public_lib_8.shp.csv,47,701,월평도서관,대전,서구,공공(일반),지자체,직영,2019,35227,대전광역시 서구 한밭대로 664 갈마동,월평도서관,https://www.seogu.go.kr/learning/wolpyeonglib/index.do,042-288-4870,042-288-5966,대전광역시 서구 한밭대로 664 갈마동월평도서관,127.3721712,36.3570871,정좌표
public_lib_8.shp.csv,48,701,유성도서관,대전,유성구,공공(일반),지자체,직영,1994,305350,대전 유성구 가정동,37번지(대덕대로 507-38),http://library.yuseong.go.kr/,042-601-6530,042-611-2722,대전 유성구 가정동37번지(대덕대로 507-38),127.3757501,36.37860169,정좌표
public_lib_8.shp.csv,49,701,은뜨락도서관,서울,은평구,공공(일반),지자체,위탁,2019,3311,"서울특별시 은평구 통일로 972 진관동, 은뜨락",은뜨락도서관,http://www.edlib.or.kr,02-389-7635,02-389-7638,"서울특별시 은평구 통일로 972 진관동, 은뜨락은뜨락도서관",126.9203064,37.62942409,정좌표
public_lib_8.shp.csv,50,701,은천동작은도서관,서울,관악구,공공(일반),지자체,위탁,2009,8750,서울특별시 관악구 봉천로33나길 30 봉천동,"은천동복합청사 4,5층","http://www.gwanakcullib.seoul.kr, http://lib.gwanak.go.kr",02-877-1162,02-877-1165,"서울특별시 관악구 봉천로33나길 30 봉천동은천동복합청사 4,5층",126.9424097,37.48530503,정좌표
public_lib_8.shp.csv,51,701,은평구립도서관,서울,은평구,공공(일반),지자체,위탁,2001,122861,서울특별시 은평구,통일로 78가길 13-84,http://www.eplib.or.kr,02-385-1671,02-352-2944,서울특별시 은평구통일로 78가길 13-84,126.9282714,37.61897708,정좌표
public_lib_8.shp.csv,52,701,음성교육도서관,충북,음성군,공공(일반),교육청,직영,1988,369807,충북 음성군 음성읍 읍내리 시장로 126번길 29,음성교육도서관,http://www.eselib.go.kr,043-873-2977,043-872-1403,충북 음성군 음성읍 읍내리 시장로 126번길 29음성교육도서관,127.6936211,36.93968317,정좌표
public_lib_8.shp.csv,53,701,음성대소도서관,충북,음성군,공공(일반),지자체,직영,2006,369824,충북 음성군 대소면 오산리,188-21,http://lib.eumseong.go.kr,043-877-1630,043-877-1640,충북 음성군 대소면 오산리188-21,127.48493,36.96751762,정좌표
public_lib_8.shp.csv,54,701,응암정보도서관,서울,은평구,공공(일반),지자체,위탁,2009,3481,서울특별시 은평구 가좌로7길 15 (응암동),가좌로7길 15 (응암동 730-3),http://www.ealib.or.kr,02-308-2320,02-308-2339,서울특별시 은평구 가좌로7길 15 (응암동)가좌로7길 15 (응암동 730-3),126.9196809,37.58596642,정좌표
public_lib_8.shp.csv,55,701,의성군립도서관,경북,의성군,공공(일반),지자체,직영,2001,769933,경상북도 의성군 안계길,114,http://lib.usc.go.kr,054-830-6237,054-861-2719,경상북도 의성군 안계길114,128.4402287,36.38387288,정좌표
public_lib_8.shp.csv,56,701,의왕시내손도서관,경기,의왕시,공공(일반),지자체,직영,1993,437080,경기도 의왕시 복지로,109 내손동 공용청사 내손도서관,http://www.uwlib.or.kr/naeson/,031-345-2634,031-345-2639,경기도 의왕시 복지로109 내손동 공용청사 내손도서관,126.981611,37.38752752,정좌표
public_lib_8.shp.csv,57,701,의왕시중앙도서관,경기,의왕시,공공(일반),지자체,직영,2007,16075,경기도 의왕시 골우물길 49 (고천동),중앙도서관,http://www.uwlib.or.kr/jungang,031-345-3641,031-345-3649,경기도 의왕시 골우물길 49 (고천동)중앙도서관,126.9695136,37.34224727,정좌표
public_lib_8.shp.csv,58,701,의정부과학도서관,경기,의정부시,공공(일반),지자체,직영,2007,11780,경기도 의정부시 추동로124번길 52 신곡동,52 의정부과학도서관,http://www.uilib.go.kr,031-828-8652,031-828-8649,경기도 의정부시 추동로124번길 52 신곡동52 의정부과학도서관,127.0691344,37.74472774,정좌표
public_lib_8.shp.csv,59,701,의정부미술도서관,경기,의정부시,공공(일반),지자체,직영,2019,11814,경기도 의정부시 민락로 248 민락동,의정부미술도서관,http://www.uilib.go.kr,031-828-8870,031-828-8649,경기도 의정부시 민락로 248 민락동의정부미술도서관,127.1061265,37.7451445,정좌표
public_lib_8.shp.csv,60,701,의정부정보도서관,경기,의정부시,공공(일반),지자체,직영,2003,11622,경기도 의정부시 의정로 41 의정부동,의정부정보도서관,http://www.uilib.go.kr,031-828-8702,031-870-6589,경기도 의정부시 의정로 41 의정부동의정부정보도서관,127.0338655,37.73657736,정좌표
public_lib_8.shp.csv,61,701,의창도서관,경남,창원시,공공(일반),지자체,직영,1993,51434,경상남도 창원시 의창구 용호로 50 (반송동),(의창도서관),http://lib.changwon.go.kr,055-225-7331,055-225-4799,경상남도 창원시 의창구 용호로 50 (반송동)(의창도서관),128.6794411,35.2341661,정좌표
public_lib_8.shp.csv,62,701,이동꿈틀도서관,경기,용인시,공공(일반),지자체,직영,2017,17136,경기도 용인시 처인구 이동읍 경기동로705번길 16,이동꿈틀도서관,http://lib.yongin.go.kr/idong/,031-324-4660,031-324-4663,경기도 용인시 처인구 이동읍 경기동로705번길 16이동꿈틀도서관,127.1997525,37.13911883,정좌표
public_lib_8.shp.csv,63,701,이야기꽃도서관,광주,광산구,공공(일반),지자체,직영,2016,62391,광주광역시 광산구 선운중앙로67번길 6 (선암동),선암동 516번지,http://lib.gwangsan.go.kr/main/,062-960-6813,062-960-3764,광주광역시 광산구 선운중앙로67번길 6 (선암동)선암동 516번지,126.7798949,35.14841311,정좌표
public_lib_8.shp.csv,64,701,이어도책사랑도서관,제주,서귀포시,공공(일반),사립,직영,2003,697815,제주도 서귀포시 서홍동 ,442-19,-,064-732-9833,,제주도 서귀포시 서홍동 442-19,126.5580087,33.2532131,정좌표
