aa,No,번호,도서관명,지역,시군구,도서관구분,설립주체,운영방식,개관년도,우편번호,주소,상세주소,홈페이지,전화번호,팩스,주소2,경도,위도,상태
research_lib_4.shp.csv,32,400,기독교방송 자료실,서울,양천구,전문,민간,-,1961,100758,양천구 목동 ,917-1,-,02) 2650-7066,02) 2650-7067,양천구 목동 917-1,126.8748654,37.52829537,정좌표
research_lib_4.shp.csv,33,400,기상청 자료실,서울,동작구,전문,공공,-,0,110350,동작구 신대방동 ,460-18,http://book.kma.go.kr/,02) 2181-0572,,동작구 신대방동 460-18,126.9172973,37.49377817,정좌표
research_lib_4.shp.csv,34,400,기업은행 도서실,서울,중구,전문,민간,-,2003,121818,중구 을지로2가 50 기업은행 본점 ,16층,http://www.ibk.co.kr,02) 729-6602,02) 729-6601,중구 을지로2가 50 기업은행 본점 16층,126.9865357,37.56649182,정좌표
research_lib_4.shp.csv,35,400,김.장특허법률사무소 도서실,서울,종로구,전문,민간,-,2009,100250,종로구 운니동 ,114-31 서울빌딩 2층,-,02) 2122-3646,02) 763-7434,종로구 운니동 114-31 서울빌딩 2층,126.986981,37.57666085,정좌표
research_lib_4.shp.csv,36,400,김대중도서관,서울,마포구,전문,민간,-,1992,139703,마포구 동교동 ,178-9 ,http://www.kdjlibrary.org,02) 2123-6890,02) 320-7777,마포구 동교동 178-9 ,126.9294473,37.55686545,정좌표
research_lib_4.shp.csv,37,400,남산예술센터 예술교육정보자료관,서울,중구,전문,민간,-,1995,139711,서울 중구 예장동,8-19 남산예술센터 예술교육관,www.e-sac.or.kr,02-758-2036,02-6008-7347,서울 중구 예장동8-19 남산예술센터 예술교육관,126.9883255,37.55895343,정좌표
research_lib_4.shp.csv,38,400,노원구청 자료실,서울,노원구,전문,공공,-,2009,7057,서울 노원구 상계6.7동 노원구청,종합자료실,http://book.nowon.seoul.kr,02-2116-4245,02-2116-4610,서울 노원구 상계6.7동 노원구청종합자료실,127.0722769,37.66636668,인근좌표
research_lib_4.shp.csv,39,400,노원을지대학교병원 도서실,서울,노원구,전문,민간,-,0,100707,노원구 한글비석길,14 구: 서울 노원구 하계1동 280-1,http://lib.emc.ac.kr,02-970-8445,02-970-8003,노원구 한글비석길14 구: 서울 노원구 하계1동 280-1,127.0698985,37.63645203,정좌표
research_lib_4.shp.csv,40,400,농심식문화전문도서관,서울,동작구,전문,민간,-,-,137730,서울특별시 동작구 여의대방로 112 (신대방동),도연관 농심 식문화전문도서관,http://library.agroheart.co.kr,02-820-8299,02-810-8597,서울특별시 동작구 여의대방로 112 (신대방동)도연관 농심 식문화전문도서관,126.9188153,37.49680304,정좌표
research_lib_4.shp.csv,41,400,농협중앙회 도서실,서울,중구,전문,민간,-,0,151050,서울 중구 충정로1가 농업협동조합중앙회건물,75,-,02) 2080-6137,02) 2080-6139,서울 중구 충정로1가 농업협동조합중앙회건물75,126.9684256,37.56639643,인근좌표
research_lib_4.shp.csv,42,400,대검찰청 도서실,서울,서초구,전문,공공,-,-,150010,서초구 서초3동 ,1730-1,-,02) 3480-2516,02) 3480-2696,서초구 서초3동 1730-1,127.0047447,37.49360649,정좌표
research_lib_4.shp.csv,43,400,대교㈜ 정보자료실,서울,관악구,전문,민간,-,-,150716,관악구 봉천동 ,729-21 눈높이보라매센터,-,02) 829-0669,02) 829-0468,관악구 봉천동 729-21 눈높이보라매센터,126.9255698,37.49111576,정좌표
research_lib_4.shp.csv,44,400,대신경제연구소 정보자료실,서울,영등포구,전문,민간,-,-,100400,영등포구 여의도동 ,Aug-34,-,02) 769-3099,02) 769-2806,영등포구 여의도동 34-8,126.9288668,37.52121884,정좌표
research_lib_4.shp.csv,45,400,대우증권 도서실,서울,영등포구,전문,민간,-,-,135701,영등포구 여의도동 ,Mar-34,-,02) 768-3355,02) 785-5670,영등포구 여의도동 34-3,126.9296323,37.522254,정좌표
research_lib_4.shp.csv,46,400,대한간호협회 자료실,서울,중구,전문,민간,-,1962,137749,중구 쌍림동 ,Jul-88,-,02) 2260-2561,02) 2260-2569,중구 쌍림동 88-7 ,127.002954,37.56251057,정좌표
research_lib_4.shp.csv,47,400,대한건설협회 도서실,서울,강남구,전문,민간,-,-,137044,강남구 논현동 ,71-2 건설회관8층,-,02) 3485-8220,02) 542-6264,강남구 논현동 71-2 건설회관8층,127.0340967,37.51734197,정좌표
research_lib_4.shp.csv,48,400,대한무역투자진흥공사 무역자료실,서울,서초구,전문,공공,-,1954,137042,서초구 헌릉로 13,KOTRA,http://www.kotra.or.kr,02-3460-7405,02-3460-7937,서초구 헌릉로 13KOTRA,127.0451988,37.4651684,정좌표
research_lib_4.shp.csv,49,400,대한민국예술원 도서실,서울,서초구,전문,공공,-,2004,110170,서초구 반포4동 ,산94-1 ,-,02) 596-6216~7,02) 596-6209,서초구 반포4동 산94-1 ,127.00229,37.4966849,정좌표
research_lib_4.shp.csv,50,400,대한민국학술원 자료실,서울,서초구,전문,공공,-,-,136865,서초구 반포동 ,산94-1,-,02) 534-0737,,서초구 반포동 산94-1,127.00229,37.4966849,정좌표
research_lib_4.shp.csv,51,400,대한불교조계종 중앙기록관,서울,종로구,전문,민간,-,-,100743,종로구 견지동 ,45번지 한국불교역사문화기념관,http://lib.buddhism.or.kr,02-2011-1716,,종로구 견지동 45번지 한국불교역사문화기념관,126.9823078,37.573881,정좌표
research_lib_4.shp.csv,52,400,대한불교진각종 도서실,서울,성북구,전문,민간,-,1986,150603,성북구 하월곡2동 ,22,-,02) 913-0133,02) 913-0135,성북구 하월곡2동 22,127.0413578,37.60450837,정좌표
research_lib_4.shp.csv,53,400,대한상공회의소 자료실,서울,중구,전문,민간,-,-,140721,중구 남대문로4가 ,45,-,02-6050-3449,02-6050-3630,중구 남대문로4가 45,126.9738332,37.5605425,정좌표
research_lib_4.shp.csv,54,400,대한생명 경제연구원 정보자료실,서울,영등포구,전문,민간,-,-,100043,영등포구 여의도동 ,63로 50 한화금융센터_63 4층 한화생명 경제연구원 정보자료실,http://lib.hanwhalife.com,02-789-7319,02-789-7549,영등포구 여의도동 63로 50 한화금융센터_63 4층 한화생명 경제연구원 정보자료실,126.9399092,37.51966412,정좌표
research_lib_4.shp.csv,55,400,대한의사협회도서관,서울,용산구,전문,민간,-,-,100230,용산구 이촌1동 ,302-75,-,02-794-2474(182),02-795-2900,용산구 이촌1동 302-75,126.9661683,37.52064285,정좌표
research_lib_4.shp.csv,56,400,대한적십자사 도서실,서울,중구,전문,민간,-,-,150974,중구 남산동 3가 ,32,-,02) 755-9301,,중구 남산동 3가 32,126.9883057,37.56039521,인근좌표
research_lib_4.shp.csv,57,400,대한전기협회 자료실,서울,중구,전문,민간,-,0,138749,중구 수표동 ,11월 4일,-,02) 2274-1663,02) 2277-5174,중구 수표동 11-4,126.9904633,37.5677869,정좌표
research_lib_4.shp.csv,58,400,대한증권협회 증권연수원 자료실,서울,영등포구,전문,민간,-,-,110190,영등포구 여의도동 ,45-2 증권센터빌딩 12층,-,,,영등포구 여의도동 45-2 증권센터빌딩 12층,126.9276092,37.51904404,정좌표
research_lib_4.shp.csv,59,400,대한체육회 자료실,서울,송파구,전문,민간,-,-,157712,송파구 오륜동 ,올림픽회관 ,-,02) 2144-8059,,송파구 오륜동 올림픽회관 ,127.1272223,37.51632496,인근좌표
research_lib_4.shp.csv,60,400,대한출판문화협회 출판정보관리센터,서울,종로구,전문,민간,-,1954,100789,종로구 사간동 ,105-2,-,02-733-8402,,종로구 사간동 105-2,126.9798555,37.57647978,정좌표
research_lib_4.shp.csv,61,400,대한항공 도서실,서울,강서구,전문,민간,-,2006,3739,강서구 공항동 ,1370 대한항공빌딩 6층,-,02) 656-7948,,강서구 공항동 1370 대한항공빌딩 6층,126.8122435,37.54780615,정좌표
research_lib_4.shp.csv,62,400,도로교통공단 자료실,서울,중구,전문,공공,-,0,110715,중구 신당5동 ,171,http://www.koroad.or.kr,02) 2230-6186,02) 2230-6171,중구 신당5동 171,127.0243801,37.56368963,인근좌표
research_lib_4.shp.csv,63,400,동북아역사재단 자료센터,서울,서대문구,전문,공공,-,-,110110,서울특별시 서대문구 통일로 81 (미근동),농협생명빌딩 1층,http://hflib.kr,02-2012-6034,02-2012-6167,서울특별시 서대문구 통일로 81 (미근동)농협생명빌딩 1층,126.9686001,37.56236071,정좌표
research_lib_4.shp.csv,64,400,동아일보 조사연구팀,서울,종로구,전문,민간,-,1974,100855,종로구 세종로 ,139,-,02) 2020-0608,02) 361-0436,종로구 세종로 139,126.9776397,37.56953962,정좌표
research_lib_4.shp.csv,65,400,동양시멘트 자료실,서울,종로구,전문,민간,-,-,100728,종로구 서린동 ,70 알파빌딩 9층,-,02) 3770-1809,02) 3770-3096,종로구 서린동 70 알파빌딩 9층,126.9810837,37.56983395,정좌표
research_lib_4.shp.csv,66,400,디자인하우스㈜  자료실,서울,중구,전문,민간,-,-,150728,중구 장충동2가 ,186-210 파라다이스빌딩 4층,-,02) 2275-6151,02) 2275-7885,중구 장충동2가 186-210 파라다이스빌딩 4층,127.0041396,37.55980415,정좌표
research_lib_4.shp.csv,67,400,매일경제신문 조사부 자료실,서울,중구,전문,민간,-,1971,110360,중구 필동 ,30-1번지 ,-,02) 2000-2170~4,02) 2000-2179,중구 필동 30-1번지 ,126.992817,37.56048026,정좌표
research_lib_4.shp.csv,68,400,문화방송 도서실,서울,영등포구,전문,민간,-,1949,140160,영등포구  여의도동 ,31,-,02) 789-2839,02) 789-3985,영등포구  여의도동 31,126.9297927,37.52408971,정좌표
research_lib_4.shp.csv,69,400,문화체육관광부 자료관,서울,종로구,전문,공공,-,2007,158715,서울 종로구 와룡동,2-70 운영지원과 자료관,www.mcst.go.kr,02) 3704-9123,02) 3704-9129,서울 종로구 와룡동2-70 운영지원과 자료관,126.9969289,37.58226039,정좌표
research_lib_4.shp.csv,70,400,미국대사관 아메리칸센터,서울,용산구,전문,공공,-,2002,140120,용산구 남영동 ,10,-,02) 397-4605,02) 795-3606,용산구 남영동 10,126.9731579,37.54471432,인근좌표
research_lib_4.shp.csv,71,400,방송통신심의위원회 자료실,서울,양천구,전문,공공,-,1976,110793,서울특별시 양천구 목동동로,233 (한국방송회관) 17층 자료실,-,02) 3219-5295,02) 3219-5299,서울특별시 양천구 목동동로233 (한국방송회관) 17층 자료실,126.8713941,37.52698198,정좌표
research_lib_4.shp.csv,72,400,백범김구기념관 자료실,서울,용산구,전문,민간,-,-,150606,용산구 효창동 ,255,http://www.korsa.or.kr/asp/kimkoo/,02) 799-3431,02) 799-3466,용산구 효창동 255,126.9601965,37.54517222,정좌표
research_lib_4.shp.csv,73,400,보건복지부 자료실,서울,종로구,전문,공공,-,2011,4168,서울 종로구 계동 현대빌딩,보건복지부 기록관(자료실),http://library.mw.go.kr,"02)2023-7086, 7087",02)2023-7088,서울 종로구 계동 현대빌딩보건복지부 기록관(자료실),126.9989704,37.57067532,인근좌표
research_lib_4.shp.csv,74,400,보험개발원 자료실,서울,영등포구,전문,민간,-,0,121714,영등포구 여의도우체국 ,사서함 627호,-,02-3775-9115,02) 368-4099,영등포구 여의도우체국 사서함 627호,126.9146598,37.52076076,인근좌표
research_lib_4.shp.csv,75,400,북한이탈주민 정보 자료관,서울,마포구,전문,공공,-,1976,130742,서울특별시 마포구 새창로 7,SNU장학빌딩 5층 남북하나재단 정보자료관,-,02-3215-5785,02-3215-5729,서울특별시 마포구 새창로 7SNU장학빌딩 5층 남북하나재단 정보자료관,126.9509232,37.54247829,정좌표
research_lib_4.shp.csv,76,400,불교방송 자료조사부 자료실,서울,마포구,전문,민간,-,1995,137857,마포구 마포동 ,140 다보빌딩,-,02) 705-5152,02) 705-5403,마포구 마포동 140 다보빌딩,126.9450006,37.53837249,정좌표
research_lib_4.shp.csv,77,400,산업연구원 정보자료실,서울,동대문구,전문,공공,-,-,140893,서울 동대문구 청량리2동 산업연구원건물,연구조정실 자료편집팀,http://library.kiet.re.kr/,02-3299-3114,02-3299-3240,서울 동대문구 청량리2동 산업연구원건물연구조정실 자료편집팀,128.2415782,37.6422444,정좌표
research_lib_4.shp.csv,78,400,삼성경제연구소 경제정보센터,서울,서초구,전문,민간,-,1995,135710,서울 서초구 서초2동,1321-15 삼성생명 서초타워 30층,-,02) 3780-8126,02) 3780-8294,서울 서초구 서초2동1321-15 삼성생명 서초타워 30층,127.025762,37.49673452,정좌표
research_lib_4.shp.csv,79,400,삼성미술관 Leeum,서울,용산구,전문,민간,-,-,100814,용산구 한남동 ,747-18,-,02) 2014-6651,02) 2014-6659,용산구 한남동 747-18,126.9989676,37.53864494,정좌표
research_lib_4.shp.csv,80,400,삼성서울병원의학정보센터,서울,강남구,전문,민간,-,0,6765,강남구 일원본동 ,50번지 삼성서울병원,http://library.samsunghospital.com,02) 3410-3939,02) 3410-3919,강남구 일원본동 50번지 삼성서울병원,127.0859585,37.48865329,정좌표
research_lib_4.shp.csv,81,400,삼성인력개발원 국제화학습센터,서울,중구,전문,민간,-,0,143202,중구 서소문동 ,58-9 중앙빌딩 9층,-,02-729-9762,,중구 서소문동 58-9 중앙빌딩 9층,126.9725942,37.5622937,정좌표
research_lib_4.shp.csv,82,400,삼성전자 서울 정보자료실,서울,서초구,전문,민간,-,1990,6594,서울특별시 서초구 성촌길 33 (우면동),서울특별시 서초구 우면동 689 (주)삼성전자 E동 M층 정보자료실,-,02-6147-9125,,서울특별시 서초구 성촌길 33 (우면동)서울특별시 서초구 우면동 689 (주)삼성전자 E동 M층 정보자료실,127.0243929,37.46511921,정좌표
research_lib_4.shp.csv,83,400,상수도연구원 도서실,서울,광진구,전문,공공,-,1993,151742,광진구 구의2동 ,130-1,-,02) 3146-1715,02) 453-0734,광진구 구의2동 130-1,127.0921491,37.54675396,정좌표
research_lib_4.shp.csv,84,400,서울고등검찰청 도서실,서울,서초구,전문,공공,-,0,136072,서울특별시 서초구 반포대로 158 (서초동),서울고등검찰청,-,02-530-3295,,서울특별시 서초구 반포대로 158 (서초동)서울고등검찰청,127.0069078,37.495322,정좌표
research_lib_4.shp.csv,85,400,서울대학교박물관 도서자료실,서울,관악구,전문,민간,-,-,110470,관악구 신림9동 ,산56-1,http://museum.snu.ac.kr,02) 880-8096,02) 874-3999,관악구 신림9동 산56-1,126.9508228,37.4654609,인근좌표
research_lib_4.shp.csv,86,400,서울메트로 도서자료실,서울,성북구,전문,공공,-,-,100809,서초구 방배동 ,447-7 서울특별시지하철공사 ,-,02) 6110-5169,02) 587-7692,서초구 방배동 447-7 서울특별시지하철공사 ,126.9854422,37.47647057,정좌표
research_lib_4.shp.csv,87,400,서울보증보험 자료실,서울,종로구,전문,민간,-,0,137825,종로구 연지동 ,136-74 보증보험빌딩 5층,-,02) 3671-7519,02) 3671-7520,종로구 연지동 136-74 보증보험빌딩 5층,127.0007461,37.57369719,정좌표
research_lib_4.shp.csv,88,400,서울샬트르성바오로수녀회 도서관,서울,중구,전문,민간,-,-,100813,중구 명동2가 ,Jan-33,-,02) 3706-3234,02) 774-1999,중구 명동2가 1-33,126.9868786,37.56251435,인근좌표
research_lib_4.shp.csv,89,400,서울시교육연수원 교육정보자료실,서울,서초구,전문,공공,-,2018,7789,서울 서초구 방배3동,630번지,www.seti.go.kr,02-3019-8055,02-3019-8056,서울 서초구 방배3동630번지,126.9972954,37.47244394,정좌표
research_lib_4.shp.csv,90,400,서울시립미술관 자료실,서울,중구,전문,공공,-,-,100745,중구 서소문동 ,37,-,02-2124-8927,02-2124-8930,중구 서소문동 37,126.9744154,37.56429838,정좌표
research_lib_4.shp.csv,91,400,서울식물원 식물전문도서관,서울,강서구,전문,공공,-,2002,110062,서울특별시 강서구 마곡동로 161 (마곡동),서울식물원 식물문화센터 2층,http://botanicpark.seoul.go.kr/lib,02-2104-9794,,서울특별시 강서구 마곡동로 161 (마곡동)서울식물원 식물문화센터 2층,126.8349794,37.57002557,정좌표
research_lib_4.shp.csv,92,400,서울신문 편집국DB팀,서울,중구,전문,민간,-,1992,137701,중구 태평로 ,1월 25일,-,02) 2000-9272,02) 2000-9279,중구 태평로 1-25,128.5780586,35.87910601,인근좌표
research_lib_4.shp.csv,93,400,서울역사박물관 서울역사자료실 (구 문화정보센터),서울,종로구,전문,공공,-,2007,110524,종로구 신문로,새문안길 55,http://library.museum.seoul.kr,02-724-0231,02-724-0260,종로구 신문로새문안길 55,128.3102726,36.82759318,인근좌표
research_lib_4.shp.csv,94,400,서울연구원 도서관 (구 서울시정개발연구원),서울,서초구,전문,공공,-,-,130092,서초구 서초동 ,391,-,02) 2149-1020~4,02) 2149-1025,서초구 서초동 391 ,127.0205961,37.48022726,정좌표
research_lib_4.shp.csv,95,400,서울연극센터 정보자료관,서울,종로구,전문,공공,-,1982,131130,서울 종로구 명륜동4가,1,http://e-stc.or.kr/,02-743-9336,02-743-9337,서울 종로구 명륜동4가1,129.0850578,35.21646509,인근좌표
research_lib_4.shp.csv,96,400,서울위생병원도서실,서울,동대문구,전문,민간,-,1979,137070,동대문구 휘경2동 ,01월 29일,-,02-2210-3639,02-2214-4613,동대문구 휘경2동 29-1,127.0644171,37.58931227,정좌표
research_lib_4.shp.csv,97,400,서울의료원 의학도서실,서울,중랑구,전문,공공,-,-,110747,서울 중랑구 신내동,316 서울의료원 의학도서실,http://www.korsa.or.kr/asp/smclib/,02-2276-8505,02-2276-8509,서울 중랑구 신내동316 서울의료원 의학도서실,127.0979425,37.61297278,정좌표
research_lib_4.shp.csv,98,400,서울인재개발원 도서실,서울,서초구,전문,공공,-,2009,3169,서울 서초구 서초동,391,http://libedu.seoul.go.kr,02-3488-2342,02-3488-2346,서울 서초구 서초동391,127.0205961,37.48022726,정좌표
research_lib_4.shp.csv,99,400,서울적십자병원 의학도서실,서울,종로구,전문,민간,-,-,143705,종로구 평동 ,164,-,02) 2002-8787,02) 736-0964,종로구 평동 164,126.9669584,37.56737887,정좌표
research_lib_4.shp.csv,100,400,서울지방경찰청 서경북카페(도서관),서울,종로구,전문,공공,-,-,134031,서울특별시 종로구 사직로8길 31 (내자동),서울지방경찰청 서경북카페(도서관),https://smpa.winbook.kr,02-700-6478,,서울특별시 종로구 사직로8길 31 (내자동)서울지방경찰청 서경북카페(도서관),126.9719864,37.574881,정좌표
research_lib_5.shp.csv,1,500,서울지방법원동부지원 도서실,서울,광진구,전문,공공,-,1970,100230,광진구 자양동 ,680-22,-,02) 2204-2114,02) 454-9400,광진구 자양동 680-22,127.0877408,37.53674356,정좌표
research_lib_5.shp.csv,2,500,서울지방변호사회 도서관,서울,강동구,전문,민간,-,1989,100873,서초구 서초동 ,1718-1 변호사회관 2층,-,02) 3476-8086,,서초구 서초동 1718-1 변호사회관 2층,127.0085203,37.49262512,정좌표
research_lib_5.shp.csv,3,500,서울청소년수련관 도서실,서울,중구,전문,공공,-,1956,110781,중구 수표동 ,02월 27일,-,02) 2266-8247,02) 2266-3211,중구 수표동 27-2,126.9905364,37.56747318,정좌표
research_lib_5.shp.csv,4,500,서울특별시교육연구정보원 문헌정보실,서울,중구,전문,공공,-,0,156010,중구 회현동1가 ,100-177,http://reading.ssem.or.kr/r/dls2/advance.jsp,02) 3111-224,02) 3111-207,중구 회현동1가 100-177,126.9809729,37.55437095,정좌표
research_lib_5.shp.csv,5,500,서울특별시교육청 교육정보자료실,서울,종로구,전문,공공,-,1993,100813,종로구 신문로 ,2가 2-77,http://www.sen.go.kr,02) 3999-199,02) 3999-770,종로구 신문로 2가 2-77,126.9673833,37.56991039,정좌표
research_lib_5.shp.csv,6,500,서울특별시립보라매청소년회관 도서실,서울,동작구,전문,공공,-,1971,100739,동작구 신대방동 ,395,-,02) 834-7231,02) 834-7235,동작구 신대방동 395,126.9238361,37.49204209,인근좌표
research_lib_5.shp.csv,7,500,서울특별시의회 전문도서관,서울,중구,전문,공공,-,-,110410,중구 덕수궁길 15,서울시 의원회관 4층,http://library.smc.seoul.kr/,02) 3705-1426~7,02) 3705-1424,중구 덕수궁길 15서울시 의원회관 4층,126.9759778,37.56454791,정좌표
research_lib_5.shp.csv,8,500,서울특별시종합자료관,서울,중구,전문,공공,-,-,136100,서울 중구 서소문동 시청별관,덕수궁길 15 서소문청사1동 B1,http://src.seoul.go.kr,02) 3707-9875,02) 3707-9879,서울 중구 서소문동 시청별관덕수궁길 15 서소문청사1동 B1,126.9759778,37.56454791,정좌표
research_lib_5.shp.csv,9,500,선거연수원 도서실,서울,종로구,전문,공공,-,-,136742,종로구 인의동 ,48-25,-,02) 765-2393,02) 765-2394,종로구 인의동 48-25,126.998093,37.57213768,정좌표
research_lib_5.shp.csv,10,500,성가소비녀회 도서관,서울,성북구,전문,민간,-,-,100101,성북구 정릉동 ,1 성가소비녀회 ,www.holyfamily.or.kr,02) 940-5841,02) 943-1603,성북구 정릉동 1 성가소비녀회 ,127.0181687,37.60557453,정좌표
research_lib_5.shp.csv,11,500,성신여자대학교 박물관 자료실,서울,성북구,전문,민간,-,-,150051,성북구 동선동 3가 ,249-1 성신여자대학교 박물관,www.sungshin.ac.kr/museum,02-920-7325,02-920-2110,성북구 동선동 3가 249-1 성신여자대학교 박물관,127.0211933,37.59224435,정좌표
research_lib_5.shp.csv,12,500,성암고서박물관 도서실,서울,중구,전문,민간,-,2015,6939,중구 태평로 1가 ,60-17,-,02) 725-5227,02) 735-8383,중구 태평로 1가 60-17,126.9760223,37.56761871,정좌표
research_lib_5.shp.csv,13,500,성애병원도서실,서울,영등포구,전문,민간,-,    ,153803,영등포구 신길1동 ,451-5,-,02-840-7295-6,02-840-7755,영등포구 신길1동 451-5,126.9224053,37.51202043,정좌표
research_lib_5.shp.csv,14,500,성평등도서관,서울,동작구,전문,공공,-,-,137602,서울특별시 동작구 여의대방로54길 18 대방동,2층 성평등도서관,http://www.genderlibrary.or.kr,02-810-5004,02-810-5490,서울특별시 동작구 여의대방로54길 18 대방동2층 성평등도서관,126.9272265,37.51160947,정좌표
research_lib_5.shp.csv,15,500,세계닷컴 정보지원팀,서울,금천구,전문,민간,-,1989,135895,서울 금천구 가산동,550-15 세계일보 3층 세계닷컴 튜스팀,-,02) 2000-1336,02) 2000-1349,서울 금천구 가산동550-15 세계일보 3층 세계닷컴 튜스팀,126.8785402,37.47651811,정좌표
research_lib_5.shp.csv,16,500,세기문화사자료실,서울,서초구,전문,민간,-,2003,110760,서초구 서초우체국 ,사서함 200호,-,02) 3412-3735,,서초구 서초우체국 사서함 200호,127.0135013,37.47688099,인근좌표
research_lib_5.shp.csv,17,500,소망교회 도서관,서울,강남구,전문,민간,-,1969,138730,강남구 신사동 ,624-42 ,http://www.somang.net,02) 512-9191,02) 3445-0515,강남구 신사동 624-42 ,127.0319573,37.5249195,인근좌표
research_lib_5.shp.csv,18,500,소방방재청 기록관,서울,종로구,전문,공공,-,-,140743,서울 종로구 세종로 정부중앙청사,소방방재청,-,02) 2100-2114,,서울 종로구 세종로 정부중앙청사소방방재청,126.8654144,33.51440085,인근좌표
research_lib_5.shp.csv,19,500,수산업협동조합중앙회 도서실,서울,송파구,전문,민간,-,0,140871,송파구 신천동 ,11월 6일,-,02) 2240-3311,02) 2240-3060,송파구 신천동 11-6,127.1053735,37.51624095,정좌표
research_lib_5.shp.csv,20,500,순천향대학병원 의학도서관,서울,용산구,전문,민간,-,0,100747,용산구 한남동 ,657,-,02) 709-9797,02) 795-2538,용산구 한남동 657,127.0016253,37.53593905,인근좌표
research_lib_5.shp.csv,21,500,시사저널 자료실,서울,용산구,전문,민간,-,1976,121744,서울 용산구 한강로2가,302,-,02) 3703-7100,02) 733-2506,서울 용산구 한강로2가302,126.9693775,37.53134142,정좌표
research_lib_5.shp.csv,22,500,신세계 지식뱅크 자료실,서울,중구,전문,민간,-,-,110043,중구 충무로1가,신세계백화점건물,-,02-727-1809,02-727-1192,중구 충무로1가신세계백화점건물,127.4178275,36.31847356,정좌표
research_lib_5.shp.csv,23,500,신용보증기금 자료실,서울,마포구,전문,공공,-,-,137073,마포구 공덕동 ,254-5,-,"02) 710-4910,4911",02) 710-4368,마포구 공덕동 254-5,126.9524971,37.54531057,정좌표
research_lib_5.shp.csv,24,500,아시아역사연대 자료실,서울,종로구,전문,민간,-,-,110760,종로구 통인동 ,155번지 3층,-,02-720-4637,02-720-4632,종로구 통인동 155번지 3층,126.9711002,37.57866114,정좌표
research_lib_5.shp.csv,25,500,약사공론 도서자료실,서울,서초구,전문,민간,-,1983,6273,서초구 서초3동 ,1489-3  대한약사회관,-,02) 583-6516,02) 583-7035,서초구 서초3동 1489-3  대한약사회관,127.0053967,37.48262192,정좌표
research_lib_5.shp.csv,26,500,여성부 자료실,서울,종로구,전문,공공,-,0,110140,중구 무교동 ,96 프리미어플레이스빌딩 8층,http://library.mogef.go.kr/,02) 2075-4795,,중구 무교동 96 프리미어플레이스빌딩 8층,126.9782062,37.56880734,정좌표
research_lib_5.shp.csv,27,500,연세대학교 의과대학 강남세브란스병원 의학도서실,서울,강남구,전문,민간,-,-,130010,서울특별시 강남구 언주로 211 (도곡동),언주로 211,https://ymlib.yonsei.ac.kr/,02-2019-3272,02-2019-4801,서울특별시 강남구 언주로 211 (도곡동)언주로 211,127.0463195,37.49209082,정좌표
research_lib_5.shp.csv,28,500,연합뉴스 조사부 자료실,서울,종로구,전문,민간,-,1963,137072,종로구 수송동 ,Jan-85,-,02) 398-3114,,종로구 수송동 85-1,126.9811992,37.57508621,인근좌표
research_lib_5.shp.csv,29,500,영화진흥위원회 영화자료실,서울,동대문구,전문,민간,-,-,100793,동대문구 청량리동 ,206-46 ,-,02) 958-7585,02) 958-7568,동대문구 청량리동 206-46 ,127.0427953,37.59050928,정좌표
research_lib_5.shp.csv,30,500,외교통상부 국립외교원 도서관(구 외교통상부 외교안보연구원 도서관),서울,서초구,전문,공공,-,1989,138736,서초구 서초2동 ,1376-2,-,02) 3497-7664,02) 3497-7713,서초구 서초2동 1376-2,127.0306304,37.48337358,정좌표
research_lib_5.shp.csv,31,500,외환은행 금융경제도서실,서울,중구,전문,민간,-,2005,120190,중구 을지로2가 ,외환은행 본점,-,"02) 729-0913, 5",02) 771-2417,중구 을지로2가 외환은행 본점,126.979209,37.56538243,인근좌표
research_lib_5.shp.csv,32,500,울산의대 아산의학도서관,서울,송파구,전문,민간,-,1960,120750,서울특별시 송파구,올림픽로43길 ,http://aml.amc.seoul.kr,02-3010-4225,02-3010-4230,서울특별시 송파구올림픽로43길 ,127.1109848,37.52472866,인근좌표
research_lib_5.shp.csv,33,500,이화여대 사회복지관 새솔도서관,서울,서대문구,전문,민간,-,1990,139707,서울 서대문구 북아현동,1-826 이화여자대학교 종합사회복지관 새솔도서실,www.ewhawelfare.or.kr,02) 3277-2597,02) 364-0708,서울 서대문구 북아현동1-826 이화여자대학교 종합사회복지관 새솔도서실,126.9505895,37.56386516,정좌표
research_lib_5.shp.csv,34,500,이화여자대학교박물관 전문도서관,서울,서대문구,전문,민간,-,-,100032,서대문구 대현동 ,11-1 이화여자대학교 박물관,http://museum.ewha.ac.kr,02-3277-4695,02-3277-3153,서대문구 대현동 11-1 이화여자대학교 박물관,126.9474281,37.5625504,정좌표
research_lib_5.shp.csv,35,500,인제대 상계백병원 의학도서실,서울,노원구,전문,민간,-,-,137733,노원구 상계7동 ,761-1,http://www.paik.ac.kr/club/part01_vi.asp?p_cid=104&p_hp=JA&p_buseo=DEPT_C,02) 950-1384,02) 950-1386,노원구 상계7동 761-1,127.0629572,37.64865736,정좌표
research_lib_5.shp.csv,36,500,인제대 서울백병원 의학도서실,서울,중구,전문,민간,-,2001,120833,중구 저동2가 ,85,-,02) 2270-0905,02) 2270-0931,중구 저동2가 85,126.9888236,37.5649603,정좌표
